dataset,algorithm,n_clusters,metric,run_id,inertia,runtime,ari,purity,davies_bouldin,f_measure
pen-based,KMeans_Standard,2,euclidean,0,12861.993508356207,0.008354709018021822,0.10065270532536273,0.20642285298398835,1.734037017147573,0.28597861036578653
pen-based,KMeans_Standard,2,euclidean,1,12811.883447493066,0.009283124934881926,0.08525644124129807,0.20514919941775836,1.591043921194934,0.2977099790099912
pen-based,KMeans_Standard,2,euclidean,2,13219.842606119104,0.009022667072713375,0.1298354176719214,0.2013282387190684,2.015712123912596,0.2959454715621942
pen-based,KMeans_Standard,2,euclidean,3,12811.878662650213,0.008901250082999468,0.08525644124129807,0.20514919941775836,1.591043921194934,0.2977099790099912
pen-based,KMeans_Standard,2,euclidean,4,12850.254244101314,0.008737208088859916,0.1385682840190751,0.20642285298398835,1.8814367282428321,0.30539791305790637
pen-based,KMeans_Standard,2,euclidean,5,12850.180918992326,0.009233749937266111,0.13801632542354436,0.20642285298398835,1.8810643124381574,0.30518650484318227
pen-based,KMeans_Standard,2,euclidean,6,12861.681246390825,0.00660416716709733,0.1005225992475607,0.20651382823871905,1.7312653477633786,0.28594668762514236
pen-based,KMeans_Standard,2,euclidean,7,12850.144679626317,0.007825457956641912,0.1377050483973761,0.20642285298398835,1.8807006560736164,0.3050856260389679
pen-based,KMeans_Standard,2,euclidean,8,12861.910984511245,0.009380582952871919,0.10055614263920191,0.20642285298398835,1.7336297203829667,0.2859196820646463
pen-based,KMeans_Standard,2,euclidean,9,12811.943219985253,0.007165875053033233,0.08532573190218738,0.20514919941775836,1.5913423648169343,0.29774293078694564
pen-based,KMeans_Standard,2,manhattan,0,38493.21399332896,0.007213542005047202,0.08480570081084969,0.2053311499272198,1.7920481869661478,0.2816044021734263
pen-based,KMeans_Standard,2,manhattan,1,38484.10156957918,0.006699749967083335,0.08250241927748411,0.2052401746724891,1.775133088405623,0.2808846341463793
pen-based,KMeans_Standard,2,manhattan,2,38065.29283037509,0.010440874844789505,0.09730603895673223,0.20642285298398835,1.7588751375852427,0.28264214499190615
pen-based,KMeans_Standard,2,manhattan,3,38287.54702093361,0.013688083039596677,0.07643951146251693,0.20433042212518196,1.597019684446276,0.29008414975985586
pen-based,KMeans_Standard,2,manhattan,4,38468.3948753603,0.012647791998460889,0.11068654748251613,0.2059679767103348,1.868395758202865,0.29355269740791434
pen-based,KMeans_Standard,2,manhattan,5,38468.29228683829,0.010508666979148984,0.11085637764676087,0.2059679767103348,1.868579580963063,0.29363181205764943
pen-based,KMeans_Standard,2,manhattan,6,38088.55499602176,0.010981000028550625,0.0968226069584622,0.20642285298398835,1.771374690461766,0.2814167034735571
pen-based,KMeans_Standard,2,manhattan,7,38469.63699537958,0.010971165960654616,0.11012357451808358,0.2059679767103348,1.8678419383528728,0.2933004038614117
pen-based,KMeans_Standard,2,manhattan,8,38085.77555953267,0.011370709165930748,0.09665156821458178,0.20633187772925765,1.7713700111820327,0.28151068918381006
pen-based,KMeans_Standard,2,manhattan,9,38467.59269199047,0.006588000105693936,0.0807468024531768,0.2052401746724891,1.755389887027038,0.2799294217150904
pen-based,KMeans_Standard,3,euclidean,0,10225.42506664239,0.011776166968047619,0.2373802377174821,0.30030931586608445,1.5402740181515264,0.3838332616857873
pen-based,KMeans_Standard,3,euclidean,1,10225.42641899204,0.010771042201668024,0.23712165750432515,0.30030931586608445,1.54005573991636,0.3837173050064926
pen-based,KMeans_Standard,3,euclidean,2,10159.565607295091,0.013492624973878264,0.20234246208876017,0.3070414847161572,1.4299228697130193,0.3872004598531401
pen-based,KMeans_Standard,3,euclidean,3,10159.61850470991,0.00859545893035829,0.20159502372195362,0.30685953420669576,1.4329647670278927,0.38583133369359085
pen-based,KMeans_Standard,3,euclidean,4,10225.472742710857,0.011560083134099841,0.23762462201764062,0.30030931586608445,1.540262264973655,0.38399224251266845
pen-based,KMeans_Standard,3,euclidean,5,10225.484570968556,0.015995417023077607,0.23718254712465064,0.30030931586608445,1.539784626683943,0.3838240435178304
pen-based,KMeans_Standard,3,euclidean,6,10225.514735665514,0.007839875062927604,0.23793039119172807,0.30030931586608445,1.5400904701623128,0.38414343592358613
pen-based,KMeans_Standard,3,euclidean,7,10159.615215538324,0.024167000083252788,0.20159502372195362,0.30685953420669576,1.4329647670278927,0.38583133369359085
pen-based,KMeans_Standard,3,euclidean,8,10225.516040064811,0.020010208012536168,0.23776002312469938,0.30030931586608445,1.5401986941465686,0.384069605326799
pen-based,KMeans_Standard,3,euclidean,9,10159.566030480119,0.01616879110224545,0.20234733040998468,0.3070414847161572,1.4295301985170148,0.38728518386260447
pen-based,KMeans_Standard,3,manhattan,0,34284.24468418577,0.031941542169079185,0.24512639675900183,0.3021288209606987,1.739854573926106,0.40716957510461377
pen-based,KMeans_Standard,3,manhattan,1,33506.90605760306,0.042410916881635785,0.21070846655974312,0.2945778748180495,1.6613462366783913,0.3837804033151124
pen-based,KMeans_Standard,3,manhattan,2,33179.64240255268,0.018557375064119697,0.19637031215836329,0.3034024745269287,1.4934196308234082,0.3774839876145535
pen-based,KMeans_Standard,3,manhattan,3,33519.16691707361,0.014473082963377237,0.21167819980188055,0.2943959243085881,1.6657051560964893,0.3839508953861961
pen-based,KMeans_Standard,3,manhattan,4,33506.90605760306,0.05070012481883168,0.21070846655974312,0.2945778748180495,1.6613462366783913,0.3837804033151124
pen-based,KMeans_Standard,3,manhattan,5,33516.25374302179,0.04531070892699063,0.21096813817387233,0.2943959243085881,1.6641908126597167,0.38363193609698726
pen-based,KMeans_Standard,3,manhattan,6,33509.96805134279,0.0411077921744436,0.21087426312138133,0.2945778748180495,1.6628244919825708,0.38371292138969904
pen-based,KMeans_Standard,3,manhattan,7,33517.51114194237,0.022772375028580427,0.21123296080655826,0.2943959243085881,1.6648537209531529,0.38372361133211874
pen-based,KMeans_Standard,3,manhattan,8,33511.508172341426,0.06465708394534886,0.21095492723609136,0.2945778748180495,1.6630129944251033,0.3837507365344048
pen-based,KMeans_Standard,3,manhattan,9,33176.531256031194,0.03141237492673099,0.19656522831064352,0.3034934497816594,1.492621609334509,0.37766439337285684
pen-based,KMeans_Standard,4,euclidean,0,8525.534338535912,0.014270458137616515,0.31924118868423895,0.3901018922852984,1.4540452804421258,0.47042225526421144
pen-based,KMeans_Standard,4,euclidean,1,9158.874139959355,0.016266915947198868,0.2210483940523869,0.3584425036390102,1.3351162431556776,0.44541352947647456
pen-based,KMeans_Standard,4,euclidean,2,8525.8132623403,0.01962087512947619,0.3181511216113786,0.389919941775837,1.4514964184878565,0.4705156197597104
pen-based,KMeans_Standard,4,euclidean,3,8905.522745267801,0.017783415969461203,0.31109349381245777,0.3618085880640466,1.465694075633344,0.47733808103942177
pen-based,KMeans_Standard,4,euclidean,4,8905.509289908687,0.020571540808305144,0.31100452441785525,0.3618085880640466,1.4656380431255887,0.4772896797761614
pen-based,KMeans_Standard,4,euclidean,5,8525.719480867752,0.03554862504824996,0.318542707731096,0.389919941775837,1.4521427612756816,0.4706271650345805
pen-based,KMeans_Standard,4,euclidean,6,8909.700805667298,0.04032799997366965,0.29623671011278624,0.3894650655021834,1.5688115248580534,0.4573778121676039
pen-based,KMeans_Standard,4,euclidean,7,8525.708453725876,0.01916833291761577,0.31879580671625923,0.389919941775837,1.45210873782237,0.47090342710632166
pen-based,KMeans_Standard,4,euclidean,8,9158.711551300821,0.008403834188356996,0.22111735276844782,0.35835152838427947,1.3350183117933718,0.44605837039231044
pen-based,KMeans_Standard,4,euclidean,9,8909.659770101478,0.02455537486821413,0.29695497266995885,0.3890101892285298,1.5683077645620571,0.45859546515406974
pen-based,KMeans_Standard,4,manhattan,0,29854.000060913662,0.028492917073890567,0.31615443274140015,0.3830967976710335,1.4648581569397108,0.4717541895171145
pen-based,KMeans_Standard,4,manhattan,1,31484.45287893464,0.028990291990339756,0.20814370960626652,0.35070960698689957,1.3976320132430236,0.4275174813715979
pen-based,KMeans_Standard,4,manhattan,2,29853.153315416264,0.023365958128124475,0.316082893250366,0.38291484716157204,1.4657103513668241,0.4718062607184809
pen-based,KMeans_Standard,4,manhattan,3,31042.68839204705,0.02717195893637836,0.2858997286794219,0.3537117903930131,1.4426340959768815,0.4591835117980613
pen-based,KMeans_Standard,4,manhattan,4,30584.195104551713,0.031423666048794985,0.2981187092200931,0.38746360989810774,1.6235211124019076,0.4528951450339762
pen-based,KMeans_Standard,4,manhattan,5,29853.999193696982,0.03606337495148182,0.31610124840945225,0.38291484716157204,1.465740738812695,0.47185816985221596
pen-based,KMeans_Standard,4,manhattan,6,30580.91230635113,0.03144166711717844,0.2980826129871383,0.38746360989810774,1.6226895146520637,0.4527644353653286
pen-based,KMeans_Standard,4,manhattan,7,29866.910073292882,0.023895541904494166,0.31555532699914607,0.38282387190684136,1.4661807729882306,0.4714877208500119
pen-based,KMeans_Standard,4,manhattan,8,31484.949035742797,0.021038041915744543,0.20804548733174716,0.35070960698689957,1.3988908686718813,0.427249817276505
pen-based,KMeans_Standard,4,manhattan,9,30582.09731410408,0.02160333306528628,0.29761581802129033,0.3870997088791849,1.6222449418512246,0.4525614227401941
pen-based,KMeans_Standard,5,euclidean,0,7619.0540564203775,0.016798957949504256,0.37273532320515074,0.4868085880640466,1.2606632212090498,0.5316691620537294
pen-based,KMeans_Standard,5,euclidean,1,8875.567260004555,0.02368270792067051,0.24585166372782158,0.4408660844250364,1.5265028811927768,0.49848167493029066
pen-based,KMeans_Standard,5,euclidean,2,7530.616310050294,0.027388166170567274,0.3552528921002243,0.44605167394468703,1.3578684842328894,0.532645012545291
pen-based,KMeans_Standard,5,euclidean,3,7530.625424288317,0.016566417180001736,0.35553208909388356,0.44596069868995636,1.3581623937613978,0.5327398899220877
pen-based,KMeans_Standard,5,euclidean,4,8099.864049646523,0.03301275009289384,0.32497904853410936,0.41512008733624456,1.494152186890816,0.503616435068048
