dataset,algorithm,n_clusters,metric,run_id,inertia,runtime,ari,purity,davies_bouldin,f_measure
pen-based,KMeans_FEKM,2,euclidean,0,12861.97310206245,0.4351655419450253,0.10060436691951799,0.20642285298398835,1.7338542055712844,0.2859491464111042
pen-based,KMeans_FEKM,2,manhattan,0,38085.47355766571,0.40457937493920326,0.09665156821458178,0.20633187772925765,1.7713700111820327,0.28151068918381006
pen-based,KMeans_FEKM,3,euclidean,0,10159.615215538324,0.3939366249833256,0.20159502372195362,0.30685953420669576,1.4329647670278927,0.38583133369359085
pen-based,KMeans_FEKM,3,manhattan,0,33503.68088903831,0.39270116691477597,0.21057332122969985,0.2945778748180495,1.6605168624704056,0.38369549468019953
pen-based,KMeans_FEKM,4,euclidean,0,8905.647908727273,0.4040882920380682,0.31093970739130744,0.36171761280931586,1.4657990862245123,0.4772851394077793
pen-based,KMeans_FEKM,4,manhattan,0,31051.96551405907,0.41105533414520323,0.28611235512910027,0.3539847161572052,1.44185620512925,0.4592129970373391
pen-based,KMeans_FEKM,5,euclidean,0,7530.492012369539,0.4044053750112653,0.3564976147140642,0.44605167394468703,1.359745474372549,0.5326276053990306
pen-based,KMeans_FEKM,5,manhattan,0,28112.623677732285,0.41517191589809954,0.34349448230472596,0.43913755458515286,1.3503291952641363,0.52695150311197
pen-based,KMeans_FEKM,6,euclidean,0,6629.03989094817,0.45055487495847046,0.41879063275669787,0.5430312954876274,1.2426837750874524,0.5941180347574097
pen-based,KMeans_FEKM,6,manhattan,0,26032.482534213166,0.4426509588956833,0.3895494343209943,0.5166484716157205,1.3554930347670435,0.5594845988312369
pen-based,KMeans_FEKM,7,euclidean,0,5999.467230865371,0.4214871251024306,0.47277755977385655,0.5966157205240175,1.2345921740117538,0.6405862287682633
pen-based,KMeans_FEKM,7,manhattan,0,25261.99530224501,0.4613646671641618,0.3764967365106442,0.5239264919941776,1.382209439177218,0.5433416135008415
pen-based,KMeans_FEKM,8,euclidean,0,5650.507789241137,0.4239464160054922,0.4643535572996615,0.6068049490538574,1.282485385587281,0.6352961474800991
pen-based,KMeans_FEKM,8,manhattan,0,23349.786983056958,0.45227141701616347,0.44309491280868674,0.6004366812227074,1.275053047951861,0.6143322680904286
